1,086981567
1,011883327
1,239977728
1,087746358
1,082960477
1,061590146
1,056631618
1,075559883
1,079128169
1,029521921
1,047752809
1,05044891
1,078387685
1,031809145
1,071445812
1,019172317
0,973318195
1,056092843
1,045918367
1,016222161
1,047740113
1,039275956
1,047806156
1,0499224
1,032805013
1,064036223
1,034386246
0,990356083
0,994150246
1,113170086
1,050924814
1,059342815
1,096466629
1,072675114
1,045212766
1,072236937
1,018421053
1,061797753
1,088178562
1,014945201
1,075193798
1,032668501
1,061814556
1,023717759
1,049019608
1,017647059
1,029106029
0,973496835
1,05643422
1,0214027
1,063330727
0,969036697
1,023898432
1,047107015
1,062025734
1,037863803
1,035443805
1,003180493
1,044145873
0,946717935
1,056759546
0,882911392
1,040961008
1,082916667
1,146451371
1,041924095
0,953135768
1,016803102
1,016905072
1,045143087
1,010647011
1,011827957
1,025873221
1,037625861
1,051779359
0,928154468
1,00031511
1,00877948
1,072609001
1,026710894
1,02317581
1,031394072
1,027605393
1,106642836
1,054334554
1,005259204
1,0736459
1,038972742
1,01078229
1,045202683
1,048927263
1,064301552
1,087391775
1,072795902
1,059809399
1,040625
1,034491254
1,037830121
1,050151976
1,014688829
1,035580524
0,95726231
0,961950059
1,051657143
1,049074074
1,038107417
1,052819256
1,048854962
1,022456771
1,077260982
0,934778035
1,038447972
1,048366675
0,991492147
1,064167267
1,044955045
1,070735524
0,958876339
0,976210705
1,028597505
1,014925373
1,017171717
1,023973994
1,025859136
0,991618311
0,955147059
1,054832347
1,037928519
1,02591687
0,962721342
0,994827117
1,066120538
1,045970938
1,045588235
1,05454018
1,005208333
1,108629722
1,108967083
1,000384763
1,003603013
1,023295214
1,05856833
0,968644068
1,046035806
1,022753567
1,034440843
0,998583068
1,049936948
1,023493361
1,063441042
1,077245606
1,050086628
1,090443686
0,994099328
1,067505526
1,045478676
1,043848446
1,050812162
1,147779273
1,048639259
1,083520179
1,057228315
1,046400694
1,052201543
1,019810268
1,050885508
1,024166667
0,986315004
1,03518472
1,019224806
1,03033033
1,055013098
1,022696011
1,0552822
1,040380952
1,072694394
1,036557748
1,055933251
1,076287764
1,061341571
1,103720128
1,059483489
1,073993207
1,069624423
1,018229791
0,951834346
1,016304348
1,038164251
1,093729373
1,08197832
1,02581262
0,971353405
1,06704923
1,016826226
1,049689441
1,001918159
1,010923535
1,005952381
1,034825871
1,075097529
1,001924557
1,009723261
1,014406184
1,022878932
0,973539852
1,07635468
1,039242591
1,036372821
1,004922644
0,972764787
0,992227979
1,138522756
0,995223473
1,11
1,022845953
1,095198675
1,093579235
1,024934383
0,970354523
1,038838612
0,976106541
1,06136928
1,021138602
1,017298736
0,955933821
1,045958084
1,004949753
1,02942097
0,955482275
0,981522778
1,04028436
1,012642741
1,011296076
1,070825516
1,001656543
1,009829281
1,009619012
1,016162453
1,010569456
0,998358413
1,030619511
1,0046786
0,939202825
0,987618354
1,033769395
0,931506849
1,070654628
1,020511096
1,013439386
0,960454046
1,007080243
1,040262172
1,06555458
1,033925687
1,026819127
0,976785714
1,031168831
1,021007454
1,009650924
1,013663133
1,198392055
1,060160428
1,093764542
1,129752565
1,009079524
0,99658279
1,035510081
0,985564676
0,987161198
0,897717667
0,962348437
1,010150622
1,010650888
0,992307692
0,992440278
1,041490588
0,985555556
0,96813301
1
1,007623467
0,998474447
1,071560602
1,038508408
1,009797061
1,010463801
1,064295039
0,959152468
0,973945835
0,986832987
1,010210593
0,990173847
0,987195503
0,982074264
1,043779528
1,01814882
1,024478331
1,034090909
0,987767584
1,002289078
1,069063072
0,911406899
1,006865672
1,000152022
1,012942192
1,052904901
1,030426294
1,011075312
1,018224574
0,919623303
1,027563396
1,005976776
0,996450588
1,027120718
1,118676628
1,009317621
1,043988945
1,053654586
1,083803384
1,036873156
1,012948793
1,066958698
0,961627662
1,035914333
1,027604871
0,974837972
1,082022096
1,0150015
0,960175776
1,0375
1,024296416
1,079981718
1,01511335
1,049778761
0,993288591
1,052753893
0,998026835
0,918663304
0,959795788
0,961004274
1,078498294
1,013715711
0,981400756
0,97731189
1,023699422
0,996861268
1,012317666
1,020296643
0,992248062
0,998171846
0,96200664
1,014656144
1,018962433
0,989282386
1,068092105
1,011204482
1,015032035
1,023233983
1,021136521
0,944304506
1,006746397
0,965839217
1,026399155
1,048103933
0,984207202
1,024427481
1,159443214
1,002172968
0,964091732
1,057397504
1,009009009
0,983516484
1,036913551
0,941924959
1,017901619
1,186086683
1,057960273
1,020671835
1,00681431
1,010172626
1,059687352
1,031866162
1,037143957
1,072874494
1,049177396
1,009336276
1,047619048
1,0295811
0,947910704
1,124626663
1,024045886
0,995003843
0,998017348
1,033902323
1,114177804
0,982697947
1,048454286
0,99586514
0,9691862
1,030895581
0,886138614
1,017144546
1,03604119
1,051957831
1,030045464
1,014600085
1,022332506
1,088564058
1,030136986
1,059172809
1,003532009
1,03202847
1,054221002
1,054742908
1,024735964
0,979574223
1,025215252
1,053301747
1,020863944
0,997741389
1,099811083
1,015049632
0,984697781
0,968098958
1,000915751
0,956288344
1,017037037
1,052317416
0,969382949
0,983369264
1,018131453
1,057538237
1,037155963
1,025110282
1,039419087
1,021017362
0,862060835
1,043552812
0,968844221
1,051347882
0,966840537
0,827830832
0,975715525
0,991549296
0,984490897
0,95302795
1,022346369
1,015388149
1,166955317
1,07768772
0,978816364
1,045957685
1,081310499
1,031472081
1,055538602
1,041722545
1,064466319
1,008907033
0,994672586
1,035452531
1,067608476
1,060665712
1,02198226
1,048711755
1,068083052
0,999784576
1,044998069
1,080208592
1,030268287
0,995827901
1,012235154
0,974487662
1,074097732
1,087771739
1,050455235
1,111382682
0,875908166
1,003036996
1,044559771
1,091153329
1,060062565
1,061799851
1,003317536
1,070785597
1,031509762
1,130884294
1,118199234
1,009114583
1,051691532
1,065093572
1,032892805
0,99790042
0,915659263
1,017271157
1,023486135
0,976238191
1,002884615
1,033123028
1,047397047
1,012777404
0,972857579
1,032878909
0,992716679
0,98665332
1,109815355
1,01597244
1,02968093
1,011478421
1,040026537
1,077788812
1,03421728
1,04146778
1,084792123
0,998356885
1,030082988
1,000915751
1,062813102
1,001647989
1,004888889
1,094065657
1,009246575
1,052953157
1,022500804
1,03709568
1,044523598
1,067972187
1,073718382
1,064300067
1,055364275
1,056922572
1,014310494
1,051923902
1,07180417
1,070259334
1,07386744
1,06617284
1,046943919
1,029357179
1,049245283
1,022840691
0,992766727
1,101702219
1,070227315
1,091954023
0,980413977
1,115475255
0,96432783
1,084978541
0,967291109
1,030726955
1,028891296
1,061891298
1,126410086
1,023947151
1,04659928
1,057333802
1,098367106
1,046421663
1,002519288
1,061138708
0,99850075
1,072164948
1,032379647
0,904193548
1,027172827
0,995416348
1,028717657
1,075743913
1,089960086
1,072722128
1,015758916
0,947214076
1,001917546
0,978931298
1,036721068
1,038844622
1,042319749
1,031444099
0,968818782
0,987487318
0,898861646
1,027743527
1,061013692
1,065365411
1,042526047
1,072481572
1,113868211
0,9673446
0,962682804
0,98321264
1,053709298
0,999085087
0,993473532
1,048371175
0,996461743
1,000288517
1,012894469
0,92688588
0,990569003
1,039912759
1,042341574
1,026574542
1,032123961
1,073001888
1,045674018
1,017538414
1,05315662
0,960837639
1,032312637
1,026980581
1,052161264
1,023467655
1,025880229
1,063760039
1,007013127
1,065303059
0,996584699
0,997457461
1,005871179
0,969894737
1,078320091
1,05657277
0,990217059
0,998219937
1,009222256
1,015269026
0,961389961
1,005325444
1,074815906
1,009677419
1,033557047
1,027611444
0,942324915
1,062510502
1,086225852
1,050954267
1,08521021
0,992561684
1,012446067
1,13378523
1,054853141
1,014070095
1
0,994411847
1,083661972
1,018201002
1,005171475
1,065634675
1,03891547
0,995321273
0,986046512
1,03451582
1,026165414
0,999247271
1,087466869
0,992808219
1,009741841
0,978704259
1,033054109
1,039198977
1,054048542
1,040091638
0,970544554
1,062185372
1,107386066
0,973217275
0,991717107
1,048534799
1,092335766
0,992467043
1,048823791
0,983847707
0,997654941
1,041318865
1,042843542
0,990981544
1,034214831
1,059021486
0,95874527
1,021935484
1,048421315
1,145820622
1,062787551
1,13671101
1,081284825
1,104585007
1,024293897
1,042087796
1,082575535
1,042064715
1,118035714
1,016734191
1,089559059
1,080784314
1,106437768
0,920989798
1,051578947
1,018662519
1,079345477
1,009312463
1,07219007
1,050608737
1,075940124
0,948204826
1,026582625
1,030351438
1,078080456
1,083036581
1,068237978
1,054879013
1,036292655
1,041973617
1,042199931
1,055382928
1,143419112
0,991189427
1,059929928
1,102421796
1,034549475
1,081202585
0,917858071
1,011658031
1,063363119
0,983149332
1,112066319
1,057348793
1,06712627
1,044176707
1,031946073
0,990207156
0,949860724
1,025181097
1,119150989
1,025130248
1,007451238
1,045100451
1,036377709
1,072136564
0,998979852
1,043769166
1,05794702
1,015479876
0,987793126
0,990393013
0,998663548
0,930740038
1,021582734
1,016710642
1,04432505
